index	character	character in latex	character/story	character/story in latex	card url
562	Butters	Butters	Butters/South Park	Butters/South Park	https://compstorylab.org/archetypometrics/cards/South-Park-Butters-1600-364-241.pdf
563	Luke Skywalker	Luke Skywalker	Luke Skywalker/Star Wars: A New Hope	Luke Skywalker/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Luke-Skywalker-1600-364-241.pdf
564	Princess Leia	Princess Leia	Princess Leia/Star Wars: A New Hope	Princess Leia/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Princess-Leia-1600-364-241.pdf
565	Han Solo	Han Solo	Han Solo/Star Wars: A New Hope	Han Solo/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Han-Solo-1600-364-241.pdf
566	Darth Vader	Darth Vader	Darth Vader/Star Wars: A New Hope	Darth Vader/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Darth-Vader-1600-364-241.pdf
567	Obi-Wan Kenobi	Obi-Wan Kenobi	Obi-Wan Kenobi/Star Wars: A New Hope	Obi-Wan Kenobi/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-Obi-Wan-Kenobi-1600-364-241.pdf
568	C-3PO	C-3PO	C-3PO/Star Wars: A New Hope	C-3PO/Star Wars: A New Hope	https://compstorylab.org/archetypometrics/cards/Star-Wars-A-New-Hope-C-3PO-1600-364-241.pdf
569	Richard Hendricks	Richard Hendricks	Richard Hendricks/Silicon Valley	Richard Hendricks/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Richard-Hendricks-1600-364-241.pdf
570	Erlich Bachman	Erlich Bachman	Erlich Bachman/Silicon Valley	Erlich Bachman/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Erlich-Bachman-1600-364-241.pdf
571	Nelson Bighetti	Nelson Bighetti	Nelson Bighetti/Silicon Valley	Nelson Bighetti/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Nelson-Bighetti-1600-364-241.pdf
572	Bertram Gilfoyle	Bertram Gilfoyle	Bertram Gilfoyle/Silicon Valley	Bertram Gilfoyle/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Bertram-Gilfoyle-1600-364-241.pdf
573	Dinesh Chugtai	Dinesh Chugtai	Dinesh Chugtai/Silicon Valley	Dinesh Chugtai/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Dinesh-Chugtai-1600-364-241.pdf
574	Peter Gregory	Peter Gregory	Peter Gregory/Silicon Valley	Peter Gregory/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Peter-Gregory-1600-364-241.pdf
575	Monica Hall	Monica Hall	Monica Hall/Silicon Valley	Monica Hall/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Monica-Hall-1600-364-241.pdf
576	Jared Dunn	Jared Dunn	Jared Dunn/Silicon Valley	Jared Dunn/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Jared-Dunn-1600-364-241.pdf
577	Gavin Belson	Gavin Belson	Gavin Belson/Silicon Valley	Gavin Belson/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Gavin-Belson-1600-364-241.pdf
578	Jian-Yang	Jian-Yang	Jian-Yang/Silicon Valley	Jian-Yang/Silicon Valley	https://compstorylab.org/archetypometrics/cards/Silicon-Valley-Jian-Yang-1600-364-241.pdf
579	Sam Winchester	Sam Winchester	Sam Winchester/Supernatural	Sam Winchester/Supernatural	https://compstorylab.org/archetypometrics/cards/Supernatural-Sam-Winchester-1600-364-241.pdf
580	Dean Winchester	Dean Winchester	Dean Winchester/Supernatural	Dean Winchester/Supernatural	https://compstorylab.org/archetypometrics/cards/Supernatural-Dean-Winchester-1600-364-241.pdf
581	Castiel	Castiel	Castiel/Supernatural	Castiel/Supernatural	https://compstorylab.org/archetypometrics/cards/Supernatural-Castiel-1600-364-241.pdf
582	Aang	Aang	Aang/Avatar: The Last Airbender	Aang/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Aang-1600-364-241.pdf
583	Zuko	Zuko	Zuko/Avatar: The Last Airbender	Zuko/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Zuko-1600-364-241.pdf
584	Katara	Katara	Katara/Avatar: The Last Airbender	Katara/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Katara-1600-364-241.pdf
585	Toph Beifong	Toph Beifong	Toph Beifong/Avatar: The Last Airbender	Toph Beifong/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Toph-Beifong-1600-364-241.pdf
586	Sokka	Sokka	Sokka/Avatar: The Last Airbender	Sokka/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Sokka-1600-364-241.pdf
587	Azula	Azula	Azula/Avatar: The Last Airbender	Azula/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Azula-1600-364-241.pdf
588	Iroh	Iroh	Iroh/Avatar: The Last Airbender	Iroh/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Iroh-1600-364-241.pdf
589	Firelord Ozai	Firelord Ozai	Firelord Ozai/Avatar: The Last Airbender	Firelord Ozai/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Firelord-Ozai-1600-364-241.pdf
590	Ty Lee	Ty Lee	Ty Lee/Avatar: The Last Airbender	Ty Lee/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Ty-Lee-1600-364-241.pdf
591	Hakoda	Hakoda	Hakoda/Avatar: The Last Airbender	Hakoda/Avatar: The Last Airbender	https://compstorylab.org/archetypometrics/cards/Avatar-The-Last-Airbender-Hakoda-1600-364-241.pdf
592	Shrek	Shrek	Shrek/Shrek	Shrek/Shrek	https://compstorylab.org/archetypometrics/cards/Shrek-Shrek-1600-364-241.pdf
593	Donkey	Donkey	Donkey/Shrek	Donkey/Shrek	https://compstorylab.org/archetypometrics/cards/Shrek-Donkey-1600-364-241.pdf
594	Princess Fiona	Princess Fiona	Princess Fiona/Shrek	Princess Fiona/Shrek	https://compstorylab.org/archetypometrics/cards/Shrek-Princess-Fiona-1600-364-241.pdf
595	Max Rockatansky	Max Rockatansky	Max Rockatansky/Mad Max: Fury Road	Max Rockatansky/Mad Max: Fury Road	https://compstorylab.org/archetypometrics/cards/Mad-Max-Fury-Road-Max-Rockatansky-1600-364-241.pdf
596	Imperator Furiosa	Imperator Furiosa	Imperator Furiosa/Mad Max: Fury Road	Imperator Furiosa/Mad Max: Fury Road	https://compstorylab.org/archetypometrics/cards/Mad-Max-Fury-Road-Imperator-Furiosa-1600-364-241.pdf
597	Nux	Nux	Nux/Mad Max: Fury Road	Nux/Mad Max: Fury Road	https://compstorylab.org/archetypometrics/cards/Mad-Max-Fury-Road-Nux-1600-364-241.pdf
598	Sailor Moon	Sailor Moon	Sailor Moon/Sailor Moon	Sailor Moon/Sailor Moon	https://compstorylab.org/archetypometrics/cards/Sailor-Moon-Sailor-Moon-1600-364-241.pdf
599	Tuxedo Mask	Tuxedo Mask	Tuxedo Mask/Sailor Moon	Tuxedo Mask/Sailor Moon	https://compstorylab.org/archetypometrics/cards/Sailor-Moon-Tuxedo-Mask-1600-364-241.pdf
600	Sailor Mercury	Sailor Mercury	Sailor Mercury/Sailor Moon	Sailor Mercury/Sailor Moon	https://compstorylab.org/archetypometrics/cards/Sailor-Moon-Sailor-Mercury-1600-364-241.pdf
601	Sailor Mars	Sailor Mars	Sailor Mars/Sailor Moon	Sailor Mars/Sailor Moon	https://compstorylab.org/archetypometrics/cards/Sailor-Moon-Sailor-Mars-1600-364-241.pdf
602	Sailor Jupiter	Sailor Jupiter	Sailor Jupiter/Sailor Moon	Sailor Jupiter/Sailor Moon	https://compstorylab.org/archetypometrics/cards/Sailor-Moon-Sailor-Jupiter-1600-364-241.pdf
603	Sailor Venus	Sailor Venus	Sailor Venus/Sailor Moon	Sailor Venus/Sailor Moon	https://compstorylab.org/archetypometrics/cards/Sailor-Moon-Sailor-Venus-1600-364-241.pdf
604	Sherlock Holmes	Sherlock Holmes	Sherlock Holmes/Sherlock	Sherlock Holmes/Sherlock	https://compstorylab.org/archetypometrics/cards/Sherlock-Sherlock-Holmes-1600-364-241.pdf
605	Dr. John Watson	Dr. John Watson	Dr. John Watson/Sherlock	Dr. John Watson/Sherlock	https://compstorylab.org/archetypometrics/cards/Sherlock-Dr-John-Watson-1600-364-241.pdf
606	D.I. Greg Lestrade	D.I. Greg Lestrade	D.I. Greg Lestrade/Sherlock	D.I. Greg Lestrade/Sherlock	https://compstorylab.org/archetypometrics/cards/Sherlock-DI-Greg-Lestrade-1600-364-241.pdf
607	Mrs. Hudson	Mrs. Hudson	Mrs. Hudson/Sherlock	Mrs. Hudson/Sherlock	https://compstorylab.org/archetypometrics/cards/Sherlock-Mrs-Hudson-1600-364-241.pdf
608	Mycroft Holmes	Mycroft Holmes	Mycroft Holmes/Sherlock	Mycroft Holmes/Sherlock	https://compstorylab.org/archetypometrics/cards/Sherlock-Mycroft-Holmes-1600-364-241.pdf
609	Molly Hooper	Molly Hooper	Molly Hooper/Sherlock	Molly Hooper/Sherlock	https://compstorylab.org/archetypometrics/cards/Sherlock-Molly-Hooper-1600-364-241.pdf
610	Carrie Bradshaw	Carrie Bradshaw	Carrie Bradshaw/Sex and the City	Carrie Bradshaw/Sex and the City	https://compstorylab.org/archetypometrics/cards/Sex-and-the-City-Carrie-Bradshaw-1600-364-241.pdf
611	Charlotte York	Charlotte York	Charlotte York/Sex and the City	Charlotte York/Sex and the City	https://compstorylab.org/archetypometrics/cards/Sex-and-the-City-Charlotte-York-1600-364-241.pdf
612	Miranda Hobbes	Miranda Hobbes	Miranda Hobbes/Sex and the City	Miranda Hobbes/Sex and the City	https://compstorylab.org/archetypometrics/cards/Sex-and-the-City-Miranda-Hobbes-1600-364-241.pdf
613	Samantha Jones	Samantha Jones	Samantha Jones/Sex and the City	Samantha Jones/Sex and the City	https://compstorylab.org/archetypometrics/cards/Sex-and-the-City-Samantha-Jones-1600-364-241.pdf
614	Mr. Big	Mr. Big	Mr. Big/Sex and the City	Mr. Big/Sex and the City	https://compstorylab.org/archetypometrics/cards/Sex-and-the-City-Mr-Big-1600-364-241.pdf
615	Steve Brady	Steve Brady	Steve Brady/Sex and the City	Steve Brady/Sex and the City	https://compstorylab.org/archetypometrics/cards/Sex-and-the-City-Steve-Brady-1600-364-241.pdf
616	Seth	Seth	Seth/Superbad	Seth/Superbad	https://compstorylab.org/archetypometrics/cards/Superbad-Seth-1600-364-241.pdf
617	Evan	Evan	Evan/Superbad	Evan/Superbad	https://compstorylab.org/archetypometrics/cards/Superbad-Evan-1600-364-241.pdf
618	Fogell McLovin	Fogell McLovin	Fogell McLovin/Superbad	Fogell McLovin/Superbad	https://compstorylab.org/archetypometrics/cards/Superbad-Fogell-McLovin-1600-364-241.pdf
619	Jules	Jules	Jules/Superbad	Jules/Superbad	https://compstorylab.org/archetypometrics/cards/Superbad-Jules-1600-364-241.pdf
620	Becca	Becca	Becca/Superbad	Becca/Superbad	https://compstorylab.org/archetypometrics/cards/Superbad-Becca-1600-364-241.pdf
621	Officer Slater	Officer Slater	Officer Slater/Superbad	Officer Slater/Superbad	https://compstorylab.org/archetypometrics/cards/Superbad-Officer-Slater-1600-364-241.pdf
622	Jackson 'Jax' Teller	Jackson `Jax' Teller	Jackson 'Jax' Teller/Sons of Anarchy	Jackson 'Jax' Teller/Sons of Anarchy	https://compstorylab.org/archetypometrics/cards/Sons-of-Anarchy-Jackson-Jax-Teller-1600-364-241.pdf
623	Gemma Teller Morrow	Gemma Teller Morrow	Gemma Teller Morrow/Sons of Anarchy	Gemma Teller Morrow/Sons of Anarchy	https://compstorylab.org/archetypometrics/cards/Sons-of-Anarchy-Gemma-Teller-Morrow-1600-364-241.pdf
624	Robert 'Bobby Elvis' Munson	Robert `Bobby Elvis' Munson	Robert 'Bobby Elvis' Munson/Sons of Anarchy	Robert 'Bobby Elvis' Munson/Sons of Anarchy	https://compstorylab.org/archetypometrics/cards/Sons-of-Anarchy-Robert-Bobby-Elvis-Munson-1600-364-241.pdf
625	Alexander 'Tig' Trager	Alexander `Tig' Trager	Alexander 'Tig' Trager/Sons of Anarchy	Alexander 'Tig' Trager/Sons of Anarchy	https://compstorylab.org/archetypometrics/cards/Sons-of-Anarchy-Alexander-Tig-Trager-1600-364-241.pdf
626	Filip 'Chibs' Telford	Filip `Chibs' Telford	Filip 'Chibs' Telford/Sons of Anarchy	Filip 'Chibs' Telford/Sons of Anarchy	https://compstorylab.org/archetypometrics/cards/Sons-of-Anarchy-Filip-Chibs-Telford-1600-364-241.pdf
627	Kara Danvers	Kara Danvers	Kara Danvers/Supergirl	Kara Danvers/Supergirl	https://compstorylab.org/archetypometrics/cards/Supergirl-Kara-Danvers-1600-364-241.pdf
628	Alex Danvers	Alex Danvers	Alex Danvers/Supergirl	Alex Danvers/Supergirl	https://compstorylab.org/archetypometrics/cards/Supergirl-Alex-Danvers-1600-364-241.pdf
629	J'onn J'onzz	J'onn J'onzz	J'onn J'onzz/Supergirl	J'onn J'onzz/Supergirl	https://compstorylab.org/archetypometrics/cards/Supergirl-Jonn-Jonzz-1600-364-241.pdf
630	James Olsen	James Olsen	James Olsen/Supergirl	James Olsen/Supergirl	https://compstorylab.org/archetypometrics/cards/Supergirl-James-Olsen-1600-364-241.pdf
631	Lena Luthor	Lena Luthor	Lena Luthor/Supergirl	Lena Luthor/Supergirl	https://compstorylab.org/archetypometrics/cards/Supergirl-Lena-Luthor-1600-364-241.pdf
632	Winn Schott	Winn Schott	Winn Schott/Supergirl	Winn Schott/Supergirl	https://compstorylab.org/archetypometrics/cards/Supergirl-Winn-Schott-1600-364-241.pdf
633	Jerry Seinfeld	Jerry Seinfeld	Jerry Seinfeld/Seinfeld	Jerry Seinfeld/Seinfeld	https://compstorylab.org/archetypometrics/cards/Seinfeld-Jerry-Seinfeld-1600-364-241.pdf
634	George Costanza	George Costanza	George Costanza/Seinfeld	George Costanza/Seinfeld	https://compstorylab.org/archetypometrics/cards/Seinfeld-George-Costanza-1600-364-241.pdf
635	Elaine Benes	Elaine Benes	Elaine Benes/Seinfeld	Elaine Benes/Seinfeld	https://compstorylab.org/archetypometrics/cards/Seinfeld-Elaine-Benes-1600-364-241.pdf
636	Cosmo Kramer	Cosmo Kramer	Cosmo Kramer/Seinfeld	Cosmo Kramer/Seinfeld	https://compstorylab.org/archetypometrics/cards/Seinfeld-Cosmo-Kramer-1600-364-241.pdf
637	Morty Seinfeld	Morty Seinfeld	Morty Seinfeld/Seinfeld	Morty Seinfeld/Seinfeld	https://compstorylab.org/archetypometrics/cards/Seinfeld-Morty-Seinfeld-1600-364-241.pdf
638	Helen Seinfeld	Helen Seinfeld	Helen Seinfeld/Seinfeld	Helen Seinfeld/Seinfeld	https://compstorylab.org/archetypometrics/cards/Seinfeld-Helen-Seinfeld-1600-364-241.pdf
639	Shaun	Shaun	Shaun/Shaun of the Dead	Shaun/Shaun of the Dead	https://compstorylab.org/archetypometrics/cards/Shaun-of-the-Dead-Shaun-1600-364-241.pdf
640	Ed	Ed	Ed/Shaun of the Dead	Ed/Shaun of the Dead	https://compstorylab.org/archetypometrics/cards/Shaun-of-the-Dead-Ed-1600-364-241.pdf
641	Liz	Liz	Liz/Shaun of the Dead	Liz/Shaun of the Dead	https://compstorylab.org/archetypometrics/cards/Shaun-of-the-Dead-Liz-1600-364-241.pdf
642	Sabrina Spellman	Sabrina Spellman	Sabrina Spellman/Chilling Adventures of Sabrina	Sabrina Spellman/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Sabrina-Spellman-1600-364-241.pdf
643	Harvey Kinkle	Harvey Kinkle	Harvey Kinkle/Chilling Adventures of Sabrina	Harvey Kinkle/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Harvey-Kinkle-1600-364-241.pdf
644	Hilda Spellman	Hilda Spellman	Hilda Spellman/Chilling Adventures of Sabrina	Hilda Spellman/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Hilda-Spellman-1600-364-241.pdf
645	Ambrose Spellman	Ambrose Spellman	Ambrose Spellman/Chilling Adventures of Sabrina	Ambrose Spellman/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Ambrose-Spellman-1600-364-241.pdf
646	Mary Wardwell	Mary Wardwell	Mary Wardwell/Chilling Adventures of Sabrina	Mary Wardwell/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Mary-Wardwell-1600-364-241.pdf
647	Rosalind Walker	Rosalind Walker	Rosalind Walker/Chilling Adventures of Sabrina	Rosalind Walker/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Rosalind-Walker-1600-364-241.pdf
648	Prudence Night	Prudence Night	Prudence Night/Chilling Adventures of Sabrina	Prudence Night/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Prudence-Night-1600-364-241.pdf
649	Agatha	Agatha	Agatha/Chilling Adventures of Sabrina	Agatha/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Agatha-1600-364-241.pdf
650	Faustus Blackwood	Faustus Blackwood	Faustus Blackwood/Chilling Adventures of Sabrina	Faustus Blackwood/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Faustus-Blackwood-1600-364-241.pdf
651	Zelda Spellman	Zelda Spellman	Zelda Spellman/Chilling Adventures of Sabrina	Zelda Spellman/Chilling Adventures of Sabrina	https://compstorylab.org/archetypometrics/cards/Chilling-Adventures-of-Sabrina-Zelda-Spellman-1600-364-241.pdf
652	Kimmy Schmidt	Kimmy Schmidt	Kimmy Schmidt/Unbreakable Kimmy Schmidt	Kimmy Schmidt/Unbreakable Kimmy Schmidt	https://compstorylab.org/archetypometrics/cards/Unbreakable-Kimmy-Schmidt-Kimmy-Schmidt-1600-364-241.pdf
653	Titus Andromedon	Titus Andromedon	Titus Andromedon/Unbreakable Kimmy Schmidt	Titus Andromedon/Unbreakable Kimmy Schmidt	https://compstorylab.org/archetypometrics/cards/Unbreakable-Kimmy-Schmidt-Titus-Andromedon-1600-364-241.pdf
654	Lillian Kaushtupper	Lillian Kaushtupper	Lillian Kaushtupper/Unbreakable Kimmy Schmidt	Lillian Kaushtupper/Unbreakable Kimmy Schmidt	https://compstorylab.org/archetypometrics/cards/Unbreakable-Kimmy-Schmidt-Lillian-Kaushtupper-1600-364-241.pdf
655	Jacqueline White	Jacqueline White	Jacqueline White/Unbreakable Kimmy Schmidt	Jacqueline White/Unbreakable Kimmy Schmidt	https://compstorylab.org/archetypometrics/cards/Unbreakable-Kimmy-Schmidt-Jacqueline-White-1600-364-241.pdf
656	Cyndee Pokorny	Cyndee Pokorny	Cyndee Pokorny/Unbreakable Kimmy Schmidt	Cyndee Pokorny/Unbreakable Kimmy Schmidt	https://compstorylab.org/archetypometrics/cards/Unbreakable-Kimmy-Schmidt-Cyndee-Pokorny-1600-364-241.pdf
657	Maria	Maria	Maria/West Side Story	Maria/West Side Story	https://compstorylab.org/archetypometrics/cards/West-Side-Story-Maria-1600-364-241.pdf
658	Tony	Tony	Tony/West Side Story	Tony/West Side Story	https://compstorylab.org/archetypometrics/cards/West-Side-Story-Tony-1600-364-241.pdf
659	Riff	Riff	Riff/West Side Story	Riff/West Side Story	https://compstorylab.org/archetypometrics/cards/West-Side-Story-Riff-1600-364-241.pdf
660	Anita	Anita	Anita/West Side Story	Anita/West Side Story	https://compstorylab.org/archetypometrics/cards/West-Side-Story-Anita-1600-364-241.pdf
661	Lieutenant Schrank	Lieutenant Schrank	Lieutenant Schrank/West Side Story	Lieutenant Schrank/West Side Story	https://compstorylab.org/archetypometrics/cards/West-Side-Story-Lieutenant-Schrank-1600-364-241.pdf
662	Fry	Fry	Fry/Futurama	Fry/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Fry-1600-364-241.pdf
663	Leela	Leela	Leela/Futurama	Leela/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Leela-1600-364-241.pdf
664	Bender	Bender	Bender/Futurama	Bender/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Bender-1600-364-241.pdf
665	Prof. Farnsworth	Prof. Farnsworth	Prof. Farnsworth/Futurama	Prof. Farnsworth/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Prof-Farnsworth-1600-364-241.pdf
666	Amy Wong	Amy Wong	Amy Wong/Futurama	Amy Wong/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Amy-Wong-1600-364-241.pdf
667	Hermes Conrad	Hermes Conrad	Hermes Conrad/Futurama	Hermes Conrad/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Hermes-Conrad-1600-364-241.pdf
668	Dr. Zoidberg	Dr. Zoidberg	Dr. Zoidberg/Futurama	Dr. Zoidberg/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Dr-Zoidberg-1600-364-241.pdf
669	Zapp Brannigan	Zapp Brannigan	Zapp Brannigan/Futurama	Zapp Brannigan/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Zapp-Brannigan-1600-364-241.pdf
670	Kif Kroker	Kif Kroker	Kif Kroker/Futurama	Kif Kroker/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Kif-Kroker-1600-364-241.pdf
671	Mom	Mom	Mom/Futurama	Mom/Futurama	https://compstorylab.org/archetypometrics/cards/Futurama-Mom-1600-364-241.pdf
672	Dolores Abernathy	Dolores Abernathy	Dolores Abernathy/Westworld	Dolores Abernathy/Westworld	https://compstorylab.org/archetypometrics/cards/Westworld-Dolores-Abernathy-1600-364-241.pdf
